_id,Code,Désignation,Pays,Cours précédent,Cours jour,Volume échangé,Nombre transactions,Valeur échangée,Date
65b228d7812ef52445f74a6a,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,04/01/2024
65b228d7812ef52445f74a6b,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,04/01/2024
65b228d7812ef52445f74a6c,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,04/01/2024
65b228d7812ef52445f74a6d,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,04/01/2024
65b228d7812ef52445f74a6e,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,04/01/2024
65b228d7812ef52445f74a6f,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,04/01/2024
65b228d7812ef52445f74a70,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,04/01/2024
65b228d7812ef52445f74a71,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,04/01/2024
65b228d7812ef52445f74a72,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,04/01/2024
65b228d7812ef52445f74a73,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,04/01/2024
65b228d7812ef52445f74a74,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,04/01/2024
65b228d7812ef52445f74a75,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,04/01/2024
65b228d7812ef52445f74a76,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,04/01/2024
65b228d7812ef52445f74a77,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,04/01/2024
65b228d7812ef52445f74a78,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,04/01/2024
65b228d7812ef52445f74a79,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,04/01/2024
65b228d7812ef52445f74a7a,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,04/01/2024
65b228d7812ef52445f74a7b,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,04/01/2024
65b228d7812ef52445f74a7c,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,04/01/2024
65b228d7812ef52445f74a7d,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,04/01/2024
65b228d7812ef52445f74a7e,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,04/01/2024
65b228d7812ef52445f74a7f,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,04/01/2024
65b228d7812ef52445f74a80,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,04/01/2024
65b228d7812ef52445f74a81,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,04/01/2024
65b228d7812ef52445f74a82,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,04/01/2024
65b228d7812ef52445f74a83,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,04/01/2024
65b228d7812ef52445f74a84,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,04/01/2024
65b228d7812ef52445f74a85,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,04/01/2024
65b228d7812ef52445f74a86,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,04/01/2024
65b228d7812ef52445f74a87,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,04/01/2024
65b228d7812ef52445f74a88,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,04/01/2024
65b228d7812ef52445f74a89,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,04/01/2024
65b228d7812ef52445f74a8a,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,04/01/2024
65b228d7812ef52445f74a8b,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,04/01/2024
65b228d7812ef52445f74a8c,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,04/01/2024
65b228e4812ef52445f74a8d,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,03/01/2024
65b228e4812ef52445f74a8e,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,03/01/2024
65b228e4812ef52445f74a8f,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,03/01/2024
65b228e4812ef52445f74a90,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,03/01/2024
65b228e4812ef52445f74a91,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,03/01/2024
65b228e4812ef52445f74a92,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,03/01/2024
65b228e4812ef52445f74a93,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,03/01/2024
65b228e4812ef52445f74a94,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,03/01/2024
65b228e4812ef52445f74a95,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,03/01/2024
65b228e4812ef52445f74a96,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,03/01/2024
65b228e4812ef52445f74a97,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,03/01/2024
65b228e4812ef52445f74a98,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,03/01/2024
65b228e4812ef52445f74a99,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,03/01/2024
65b228e4812ef52445f74a9a,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,03/01/2024
65b228e4812ef52445f74a9b,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,03/01/2024
65b228e4812ef52445f74a9c,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,03/01/2024
65b228e4812ef52445f74a9d,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,03/01/2024
65b228e4812ef52445f74a9e,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,03/01/2024
65b228e4812ef52445f74a9f,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,03/01/2024
65b228e4812ef52445f74aa0,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,03/01/2024
65b228e4812ef52445f74aa1,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,03/01/2024
65b228e4812ef52445f74aa2,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,03/01/2024
65b228e4812ef52445f74aa3,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,03/01/2024
65b228e4812ef52445f74aa4,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,03/01/2024
65b228e4812ef52445f74aa5,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,03/01/2024
65b228e4812ef52445f74aa6,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,03/01/2024
65b228e4812ef52445f74aa7,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,03/01/2024
65b228e4812ef52445f74aa8,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,03/01/2024
65b228e4812ef52445f74aa9,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,03/01/2024
65b228e4812ef52445f74aaa,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,03/01/2024
65b228e4812ef52445f74aab,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,03/01/2024
65b228e4812ef52445f74aac,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,03/01/2024
65b228e4812ef52445f74aad,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,03/01/2024
65b228e4812ef52445f74aae,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,03/01/2024
65b228e4812ef52445f74aaf,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,03/01/2024
65b228e4812ef52445f74ab0,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,03/01/2024
65b228e4812ef52445f74ab1,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,03/01/2024
65b228e4812ef52445f74ab2,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,03/01/2024
65b228e4812ef52445f74ab3,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,03/01/2024
65b228e4812ef52445f74ab4,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,03/01/2024
65b228e4812ef52445f74ab5,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,03/01/2024
65b228e4812ef52445f74ab6,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,03/01/2024
65b228ef812ef52445f74ab7,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,02/01/2024
65b228ef812ef52445f74ab8,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,02/01/2024
65b228ef812ef52445f74ab9,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,02/01/2024
65b228ef812ef52445f74aba,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,02/01/2024
65b228ef812ef52445f74abb,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,02/01/2024
65b228ef812ef52445f74abc,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,02/01/2024
65b228ef812ef52445f74abd,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,02/01/2024
65b228ef812ef52445f74abe,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,02/01/2024
65b228ef812ef52445f74abf,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,02/01/2024
65b228ef812ef52445f74ac0,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,02/01/2024
65b228ef812ef52445f74ac1,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,02/01/2024
65b228ef812ef52445f74ac2,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,02/01/2024
65b228ef812ef52445f74ac3,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,02/01/2024
65b228ef812ef52445f74ac4,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,02/01/2024
65b228ef812ef52445f74ac5,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,02/01/2024
65b228ef812ef52445f74ac6,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,02/01/2024
65b228ef812ef52445f74ac7,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,02/01/2024
65b228ef812ef52445f74ac8,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,02/01/2024
65b228ef812ef52445f74ac9,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,02/01/2024
65b228ef812ef52445f74aca,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,02/01/2024
65b228ef812ef52445f74acb,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,02/01/2024
65b228ef812ef52445f74acc,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,02/01/2024
65b228ef812ef52445f74acd,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,02/01/2024
65b228ef812ef52445f74ace,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,02/01/2024
65b228ef812ef52445f74acf,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,02/01/2024
65b228ef812ef52445f74ad0,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,02/01/2024
65b228ef812ef52445f74ad1,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,02/01/2024
65b228ef812ef52445f74ad2,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,02/01/2024
65b228ef812ef52445f74ad3,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,02/01/2024
65b228ef812ef52445f74ad4,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,02/01/2024
65b228ef812ef52445f74ad5,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,02/01/2024
65b228ef812ef52445f74ad6,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,02/01/2024
65b228ef812ef52445f74ad7,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,02/01/2024
65b228ef812ef52445f74ad8,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,02/01/2024
65b228ef812ef52445f74ad9,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,02/01/2024
65b228ef812ef52445f74ada,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,02/01/2024
65b228ef812ef52445f74adb,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,02/01/2024
65b228ef812ef52445f74adc,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,02/01/2024
65b228ef812ef52445f74add,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,02/01/2024
65b228ef812ef52445f74ade,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,02/01/2024
65b228ef812ef52445f74adf,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,02/01/2024
65b228ef812ef52445f74ae0,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,02/01/2024
65b228fa812ef52445f74ae1,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,01/01/2024
65b228fa812ef52445f74ae2,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,01/01/2024
65b228fa812ef52445f74ae3,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,01/01/2024
65b228fa812ef52445f74ae4,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,01/01/2024
65b228fa812ef52445f74ae5,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,01/01/2024
65b228fa812ef52445f74ae6,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,01/01/2024
65b228fa812ef52445f74ae7,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,01/01/2024
65b228fa812ef52445f74ae8,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,01/01/2024
65b228fa812ef52445f74ae9,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,01/01/2024
65b228fa812ef52445f74aea,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,01/01/2024
65b228fa812ef52445f74aeb,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,01/01/2024
65b228fa812ef52445f74aec,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,01/01/2024
65b228fa812ef52445f74aed,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,01/01/2024
65b228fa812ef52445f74aee,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,01/01/2024
65b228fa812ef52445f74aef,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,01/01/2024
65b228fa812ef52445f74af0,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,01/01/2024
65b228fa812ef52445f74af1,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,01/01/2024
65b228fa812ef52445f74af2,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,01/01/2024
65b228fa812ef52445f74af3,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,01/01/2024
65b228fa812ef52445f74af4,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,01/01/2024
65b228fa812ef52445f74af5,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,01/01/2024
65b228fa812ef52445f74af6,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,01/01/2024
65b228fa812ef52445f74af7,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,01/01/2024
65b228fa812ef52445f74af8,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,01/01/2024
65b228fa812ef52445f74af9,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,01/01/2024
65b228fa812ef52445f74afa,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,01/01/2024
65b228fa812ef52445f74afb,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,01/01/2024
65b228fa812ef52445f74afc,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,01/01/2024
65b228fa812ef52445f74afd,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,01/01/2024
65b228fa812ef52445f74afe,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,01/01/2024
65b228fa812ef52445f74aff,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,01/01/2024
65b228fa812ef52445f74b00,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,01/01/2024
65b228fa812ef52445f74b01,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,01/01/2024
65b228fa812ef52445f74b02,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,01/01/2024
65b228fa812ef52445f74b03,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,01/01/2024
65b228fa812ef52445f74b04,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,01/01/2024
65b228fa812ef52445f74b05,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,01/01/2024
65b228fa812ef52445f74b06,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,01/01/2024
65b228fa812ef52445f74b07,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,01/01/2024
65b228fa812ef52445f74b08,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,01/01/2024
65b228fa812ef52445f74b09,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,01/01/2024
65b228fa812ef52445f74b0a,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,01/01/2024
65b22907812ef52445f74b0b,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,29/12/2023
65b22907812ef52445f74b0c,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,29/12/2023
65b22907812ef52445f74b0d,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,29/12/2023
65b22907812ef52445f74b0e,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,29/12/2023
65b22907812ef52445f74b0f,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,29/12/2023
65b22907812ef52445f74b10,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,29/12/2023
65b22907812ef52445f74b11,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,29/12/2023
65b22907812ef52445f74b12,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,29/12/2023
65b22907812ef52445f74b13,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,29/12/2023
65b22907812ef52445f74b14,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,29/12/2023
65b22907812ef52445f74b15,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,29/12/2023
65b22907812ef52445f74b16,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,29/12/2023
65b22907812ef52445f74b17,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,29/12/2023
65b22907812ef52445f74b18,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,29/12/2023
65b22907812ef52445f74b19,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,29/12/2023
65b22907812ef52445f74b1a,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,29/12/2023
65b22907812ef52445f74b1b,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,29/12/2023
65b22907812ef52445f74b1c,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,29/12/2023
65b22907812ef52445f74b1d,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,29/12/2023
65b22907812ef52445f74b1e,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,29/12/2023
65b22907812ef52445f74b1f,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,29/12/2023
65b22907812ef52445f74b20,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,29/12/2023
65b22907812ef52445f74b21,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,29/12/2023
65b22907812ef52445f74b22,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,29/12/2023
65b22907812ef52445f74b23,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,29/12/2023
65b22907812ef52445f74b24,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,29/12/2023
65b22907812ef52445f74b25,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,29/12/2023
65b22907812ef52445f74b26,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,29/12/2023
65b22907812ef52445f74b27,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,29/12/2023
65b22907812ef52445f74b28,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,29/12/2023
65b22907812ef52445f74b29,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,29/12/2023
65b22907812ef52445f74b2a,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,29/12/2023
65b22907812ef52445f74b2b,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,29/12/2023
65b22907812ef52445f74b2c,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,29/12/2023
65b22907812ef52445f74b2d,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,29/12/2023
65b22907812ef52445f74b2e,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,29/12/2023
65b22907812ef52445f74b2f,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,29/12/2023
65b22907812ef52445f74b30,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,29/12/2023
65b22907812ef52445f74b31,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,29/12/2023
65b22907812ef52445f74b32,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,29/12/2023
65b22907812ef52445f74b33,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,29/12/2023
65b22907812ef52445f74b34,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,29/12/2023
65b22912812ef52445f74b35,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,28/12/2023
65b22912812ef52445f74b36,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,28/12/2023
65b22912812ef52445f74b37,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,28/12/2023
65b22912812ef52445f74b38,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,28/12/2023
65b22912812ef52445f74b39,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,28/12/2023
65b22912812ef52445f74b3a,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,28/12/2023
65b22912812ef52445f74b3b,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,28/12/2023
65b22912812ef52445f74b3c,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,28/12/2023
65b22912812ef52445f74b3d,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,28/12/2023
65b22912812ef52445f74b3e,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,28/12/2023
65b22912812ef52445f74b3f,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,28/12/2023
65b22912812ef52445f74b40,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,28/12/2023
65b22912812ef52445f74b41,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,28/12/2023
65b22912812ef52445f74b42,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,28/12/2023
